X,Y,OBJECTID,PID,SSL,PMPROPERTYID,PROPERTYNAME,PMPARENTPROPERTYID,PARENTPROPERTYNAME,REPORTINGYEAR,REPORTSTATUS,ADDRESSOFRECORD,OWNEROFRECORD,WARD,REPORTEDADDRESS,CITY,STATE,POSTALCODE,YEARBUILT,PRIMARYPROPERTYTYPE_SELFSELECT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,REPORTEDBUILDINGGROSSFLOORAREA,ENERGYSTARSCORE,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERSCORE_MFPROPERTIES,WATERUSE_ALLWATERSOURCES_KGAL,NATURALGASUSE_THERMS,FUELOILANDDIESELFUELUSEKBTU,METEREDAREAS_ENERGY,METEREDAREAS_WATER,DISTRCHILLEDWATER_KBTU,DISTRHOTWATER_KBTU,DISTRSTEAM_KBTU,ELECTRICITYUSE_RENEWABLE_KWH,ELECTRICITYUSE_GRID_KWH,NATURALGAS_KBTU_JANUARY,NATURALGAS_KBTU_FEBRUARY,NATURALGAS_KBTU_MARCH,NATURALGAS_KBTU_APRIL,NATURALGAS_KBTU_MAY,NATURALGAS_KBTU_JUNE,NATURALGAS_KBTU_JULY,NATURALGAS_KBTU_AUGUST,NATURALGAS_KBTU_SEPTEMBER,NATURALGAS_KBTU_OCTOBER,NATURALGAS_KBTU_NOVEMBER,NATURALGAS_KBTU_DECEMBER,ELECTRICITYUSE_KBTU_JANUARY,ELECTRICITYUSE_KBTU_FEBRUARY,ELECTRICITYUSE_KBTU_MARCH,ELECTRICITYUSE_KBTU_APRIL,ELECTRICITYUSE_KBTU_MAY,ELECTRICITYUSE_KBTU_JUNE,ELECTRICITYUSE_KBTU_JULY,ELECTRICITYUSE_KBTU_AUGUST,ELECTRICITYUSE_KBTU_SEPTEMBER,ELECTRICITYUSE_KBTU_OCTOBER,ELECTRICITYUSE_KBTU_NOVEMBER,ELECTRICITYUSE_KBTU_DECEMBER,LATITUDE,LONGITUDE,ADDRESSID,XCOORD,YCOORD,GIS_LAST_MOD_DTTM,LASTUPDATE,UBID
-76.9599158226864,38.929825765634,446826,PM10517231,4335    0070,10517231,East Blade Investors LP Reporting,,,2020,In Compliance,3182 BLADENSBURG RD NE,EAST BLADE INVESTORS LIMITED PARTNERSHIP,5,3172-3182 Bladensburg Rd NE ,WASHINGTON,DC,20018,1966,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,135000,93383.0,,74.7,74.9,141.2,139.7,513.4,5.5,,3007.9,36307.19812,0.0,Whole Property,,0.0,0.0,0.0,0.0,981492.9,511429.9,547669.9,444899.9,252800.0,213840.0,214760.0,214030.0,224990.0,218140.0,226050.0,257240.0,304870.0,268585.8,211632.7,224768.9,221159.0,231125.5,303886.5,405929.2,383628.1,362572.8,283769.2,234489.7,217306.9,38.92981797,-76.95991355,287710,403475.799983985,140216.1073077,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-76.9605658325587,38.9293841254344,446827,PM10517231,4335    0070,10517231,East Blade Investors LP Reporting,,,2021,In Compliance,3174 BLADENSBURG RD NE,EAST BLADE INVESTORS LIMITED PARTNERSHIP,5,3172-3182 Bladensburg Rd NE ,WASHINGTON,DC,20018,1966,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,135000,93383.0,,76.2,77.1,143.6,143.1,512.8,5.5,,3054.0,37184.09999,0.0,Whole Property,,0.0,0.0,0.0,0.0,995146.9,474650.0,464170.0,452950.0,305270.1,253530.0,218640.0,211570.0,222080.0,220320.0,211660.0,278040.0,405529.9,254470.4,187134.6,209165.8,258356.6,259458.7,325897.2,417369.4,375862.6,406045.2,299676.0,168211.6,233793.7,38.92937633,-76.96056356,287710,403419.460357689,140167.056917283,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0133457795365,38.9305506442453,446952,PM10588237,3129    0804,10588237,Washington Hospital Center - 52626,,,2018,In Compliance,110 IRVING ST NW,WASHINGTON HOSPITAL CENTER,5,110 Irving Street NW,WASHINGTON,DC,20010,1970,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),791730,2752907.0,45.0,275.0,277.3,420.8,421.8,49055.6,17.8,,131434.4,5491886.46607,4899000.4,Whole Property,,0.0,0.0,0.0,0.0,60893396.2,59224768.4,53020018.1,63505101.6,47619850.0,34801319.2,31979086.8,32172781.3,32153517.8,32645403.9,41910950.6,57227507.7,62928341.1,15213485.8,13911108.8,14693126.9,15172247.2,19161468.8,20522585.0,20933947.9,22312061.2,20217492.6,17240985.9,14153756.0,14236027.1,38.93054285,-77.01334349,228314,398843.029698,140295.896656983,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-77.0135995995958,38.9286460831832,446953,PM10588237,3129    0804,10588237,Washington Hospital Center - 52626,,,2019,In Compliance,110 IRVING ST NW,WASHINGTON HOSPITAL CENTER,5,110 Irving Street NW,WASHINGTON,DC,20010,1958,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),791730,2752907.0,48.0,271.7,276.0,415.1,416.6,48430.8,17.6,,119996.9,5438219.88052,1142405.3,Whole Property,,0.0,0.0,0.0,0.0,59852916.5,62869794.0,59453688.1,60884198.6,41795572.5,35816030.4,32507147.8,30232603.4,31904482.6,32943622.8,39919427.6,54843179.4,60652240.8,14046991.9,12659803.6,14487165.0,15943108.5,17876916.5,19277025.0,21383636.8,22017005.4,20284594.5,17980061.2,14113361.8,14148505.8,38.92863829,-77.01359731,228314,398820.990306394,140084.477331228,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-77.0135995995958,38.9286460831832,446954,PM10588237,3129    0804,10588237,Washington Hospital Center - 52626,,,2020,In Compliance,100 IRVING ST NW,WASHINGTON HOSPITAL CENTER,5,110 Irving Street NW,WASHINGTON,DC,20010,1958,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),791730,2752907.0,47.0,269.2,273.7,414.6,416.9,48201.4,17.5,,6832893.0,5336355.58784,0.0,Whole Property,,0.0,0.0,0.0,0.0,60807430.1,61943657.5,55369144.6,48593947.0,44973120.8,39258179.8,32861749.1,30802924.8,31736780.7,34870677.4,41221005.3,48137308.2,63867063.4,14825042.9,13640214.1,15017539.8,14956313.0,16751730.2,20339164.8,23185279.1,22959948.3,18566347.8,17182758.5,15468798.4,14581839.8,38.92863829,-77.01359731,228314,398820.990306394,140084.477331228,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-77.0135995995958,38.9286460831832,446955,PM10588237,3129    0804,10588237,MedStar - Washington Hospital Center - 52626,,,2021,Incomplete Report,100 IRVING ST NW,WASHINGTON HOSPITAL CENTER,5,110 Irving Street NW,WASHINGTON,DC,20010,1958,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),791730,2341685.0,26.0,318.2,324.0,489.1,492.2,47821.4,20.4,,144341.2,5379118.58207,0.0,Whole Property,,0.0,0.0,0.0,0.0,60762084.7,66688087.0,61995622.0,51287191.0,40173168.0,35617171.7,29694340.8,30011264.5,32049637.8,33337603.1,39889830.2,57884772.4,59283169.6,14494354.2,13079529.1,15180268.7,14691623.0,16846924.6,20083521.0,21768305.6,22244257.1,20806474.2,17903251.8,14939381.1,15282367.8,38.92863829,-77.01359731,228314,398820.990306394,140084.477331228,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-77.0030868604228,38.8410210265642,447091,PM11117601,5978    0005,11117601,Early Learning Center,,,2019,In Compliance,3400 MARTIN LUTHER KING JR AVE SE,NATIONAL CHILDRENS CENTER INC,8,3400 Martinluther King Jr Ave SE,WASHINGTON,DC,20032,1998,Pre-school/Daycare,Pre-school/Daycare,81540,54000.0,,131.4,134.7,264.6,265.0,543.4,10.1,,3309.4,31887.135387,0.0,Whole Property,,0.0,0.0,0.0,0.0,1145360.1,660969.6,734533.8,639524.4,304722.0,273634.2,55814.4,34986.6,12619.8,23782.7,26265.6,148226.2,273634.2,276883.4,252458.6,219628.3,242939.3,233358.5,362238.0,403459.5,513946.7,483765.1,425793.5,278706.1,214792.0,38.84101325,-77.00308458,35265,399732.210358135,130357.337357139,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0030868604228,38.8410210265642,447092,PM11117601,5978    0005,11117601,Early Learning Center,,,2020,In Compliance,3400 MARTIN LUTHER KING JR AVE SE,NATIONAL CHILDRENS CENTER INC,8,3400 Martinluther King Jr Ave SE,WASHINGTON,DC,20032,1998,Pre-school/Daycare,Pre-school/Daycare,81540,54000.0,,117.8,128.0,215.3,228.4,458.3,8.5,,3329.1,35339.561687,0.0,Whole Property,,0.0,0.0,0.0,0.0,828577.9,640314.3,729860.6,644223.4,315194.4,274964.7,62780.8,35718.5,13341.3,23397.0,26211.1,144132.6,623817.5,213188.6,194463.5,193794.8,162899.1,142403.2,273079.4,459186.9,306943.5,254395.3,210769.5,202795.6,213188.6,38.84101325,-77.00308458,35265,399732.210358135,130357.337357139,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0030868604228,38.8410210265642,447093,PM11117601,5978    0005,11117601,Early Learning Center,,,2021,In Compliance,3400 MARTIN LUTHER KING JR AVE SE,NATIONAL CHILDRENS CENTER INC,8,3400 Martinluther King Jr Ave SE,WASHINGTON,DC,20032,1998,Pre-school/Daycare,Pre-school/Daycare,81540,54000.0,,112.9,117.2,221.5,224.3,450.0,8.3,,1251.2,29193.801472,0.0,Whole Property,,0.0,0.0,0.0,0.0,930896.9,566865.1,627809.3,546652.8,313443.0,269940.6,28420.2,26676.0,28420.2,24213.6,24316.2,82490.4,380132.8,233237.5,198285.0,243685.0,244913.4,228689.3,314040.6,369140.9,335747.7,361388.7,211042.4,202812.7,233237.5,38.84101325,-77.00308458,35265,399732.210358135,130357.337357139,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-76.9835228495458,38.9109512206341,447163,PM12004187,4092    0809,12004187,"DPW Main Garage, Packer, Welding Shop",,,2019,In Compliance,1833 WEST VIRGINIA AVENUE NE,DISTRICT OF COLUMBIA,5,1833 WEST VIRGINIA AVENUE NE,WASHINGTON,DC,20002,1950,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",97050,107738.0,,96.8,100.5,177.5,179.1,753.1,7,,0.0,57614.44691008,0.0,Whole Property,,0.0,0.0,0.0,0.0,1368987.8,1171504.0,933455.9,1066802.1,292594.0,61364.0,8178.0,9365.0,10180.0,8960.0,313330.0,853356.0,1032355.8,415988.4,360178.3,373655.4,335423.1,391732.7,459561.6,512644.5,437121.7,355616.7,293320.0,345370.5,390374.0,38.91094343,-76.98352057,301125,401429.270140998,138120.240142697,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-76.9835228495458,38.9109512206341,447164,PM12004187,4092    0809,12004187,"DPW Main Garage, Packer, Welding Shop",,,2020,In Compliance,1833 WEST VIRGINIA AVENUE NE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,5,1833 WEST VIRGINIA AVENUE NE,WASHINGTON,DC,20002,1950,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",97050,107738.0,,94.3,100.2,171.1,177.4,728.5,6.8,,0.0,57162.167959000013,0.0,Whole Property,,0.0,0.0,0.0,0.0,1301223.8,1175845.8,966833.0,844923.0,610885.1,364836.0,55177.0,13384.0,12187.0,145731.0,189464.0,441615.0,895335.9,432110.9,388145.3,348017.8,275729.0,294710.4,325575.3,434679.8,482215.2,383298.6,362331.4,333783.9,379178.4,38.91094343,-76.98352057,301125,401429.270140998,138120.240142697,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-76.9834559690056,38.911005141429,447165,PM12004187,4092    0809,12004187,"DPW Main Garage, Packer, Welding Shop",,,2021,In Compliance,1833 WEST VIRGINIA AVE NE,DISTRICT OF COLUMBIA,5,1833 WEST VIRGINIA AVENUE NE,WASHINGTON,DC,20002,1950,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",97050,107738.0,,67.4,71.2,125.8,129.8,520.3,4.8,,0.0,38699.5096271,0.0,Whole Property,,0.0,0.0,0.0,0.0,993526.3,709385.9,599186.9,503928.1,287081.0,99153.0,15651.0,8310.0,6177.0,6122.0,27793.0,624982.0,982181.1,351171.7,319636.5,301305.1,240247.7,236836.4,246980.0,274498.0,277503.0,250548.5,249803.9,301831.2,339550.1,38.91099735,-76.98345369,301125,401435.069595678,138126.226755929,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-76.9970309923295,38.8865931655457,447178,PM12004192,0872    0800,12004192,Eastern Market,,,2019,In Compliance,635 NORTH CAROLINA AVENUE SE,DISTRICT OF COLUMBIA,6,225 7th Street SE,WASHINGTON,DC,20003,1880,Food Sales,Food Sales,44366,29906.0,,115.2,113.1,243.5,230.3,272.2,9.1,,0.0,13532.758361,0.0,Whole Property,,0.0,0.0,0.0,0.0,613382.1,325160.9,228187.0,258631.0,15405.0,0.0,0.0,0.0,0.0,2066.0,34991.0,229732.0,259103.0,94069.7,84066.1,91912.4,130765.3,226750.6,276098.0,331282.5,308039.2,234430.5,134402.4,85878.2,95164.9,38.88658538,-76.99702871,300829,400257.789646432,135416.17710631,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-76.9970309923295,38.8865931655457,447179,PM12004192,0872    0800,12004192,Eastern Market,,,2020,In Compliance,635 NORTH CAROLINA AVENUE SE,DISTRICT OF COLUMBIA,6,225 7th Street SE,WASHINGTON,DC,20003,1880,Food Sales,Food Sales,44366,29906.0,,91.0,100.4,196.3,205.4,217.9,7.3,,0.0,9975.579819,0.0,Whole Property,,0.0,0.0,0.0,0.0,504939.7,258427.0,226449.0,138692.0,11380.0,0.0,0.0,0.0,0.0,0.0,9819.0,75991.0,276800.0,91520.5,87603.4,82325.7,74598.4,138163.2,263579.0,318635.4,267042.4,154035.7,78599.2,76522.6,90228.8,38.88658538,-76.99702871,300829,400257.789646432,135416.17710631,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-76.9970309923295,38.8865931655457,447180,PM12004192,0872    0800,12004192,Eastern Market,,,2021,Data Under Review by DOEE,635 NORTH CAROLINA AVE SE,DISTRICT OF COLUMBIA,6,225 7th Street SE,WASHINGTON,DC,20003,1880,Food Sales,Food Sales,44366,29906.0,,101.1,103.8,214.3,211.5,234.0,7.8,,0.0,11751.539981,0.0,Whole Property,,0.0,0.0,0.0,0.0,541729.3,270463.0,270449.0,154668.0,78562.0,0.0,0.0,0.0,0.0,0.0,17407.0,175209.0,208396.0,95767.2,86803.8,86150.2,89281.9,158760.4,251580.3,268168.8,274429.2,193565.1,146876.4,101816.9,95180.7,38.88658538,-76.99702871,300829,400257.789646432,135416.17710631,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-77.0085292841583,38.8723677826681,447212,PM11929003,0705    0016,11929003,Nationals Park,,,2019,Data Under Review by DOEE,1500 S CAPITOL ST SE,DISTRICT OF COLUMBIA,6,"1500 South Capitol Street, SE",WASHINGTON,DC,"	20003",,Stadium (Open),Stadium (Open),1200000,1200000.0,,92.0,0.0,219.1,0.0,9450.1,7.9,,16720.7,200250.8402,0.0,Whole Property,,0.0,0.0,0.0,0.0,24679742.1,3124350.4,2393941.4,2458672.2,44283.5,1364011.3,1026962.8,704063.1,708674.7,1401580.5,1822092.9,1970096.6,3006354.6,5399693.4,5725558.2,7232416.6,7508838.8,7344073.1,7201341.8,8017901.1,8050138.2,7086442.3,7199413.3,6532211.0,6909262.6,38.87236,-77.008527,303109,399260.048469681,133837.081959581,2022-06-05T09:01:31Z,2022-06-03T00:00:00Z,
-77.0129112758742,38.8767910031359,447219,PM11959462,0595    0811,11959462,First District Headquarters,,,2019,In Compliance,101 M STREET SW,DISTRICT OF COLUMBIA,6,101 M Street SW,WASHINGTON,DC,20024,1931,Police Station,Police Station,42978,88169.0,,72.2,69.7,172.1,164.6,544.8,6.2,,0.0,15084.19961,0.0,Whole Property,,0.0,0.0,0.0,0.0,1422867.9,411520.0,396329.9,373656.0,50794.0,0.0,0.0,0.0,0.0,0.0,0.0,27956.0,248164.0,329269.9,287254.8,306341.8,328267.8,432205.1,502301.4,596114.2,555070.2,519928.5,385169.7,298994.2,313908.2,38.87678322,-77.01290899,152387,398879.859876795,134328.13728861,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0129112758742,38.8767910031359,447220,PM11959462,0595    0811,11959462,First District Headquarters,,,2020,In Compliance,101 M STREET SW,DISTRICT OF COLUMBIA,6,101 M Street SW,WASHINGTON,DC,20024,1931,Police Station,Police Station,42978,88169.0,,65.9,71.0,164.2,169.1,512.5,5.8,,0.0,10241.100293,0.0,Whole Property,,0.0,0.0,0.0,0.0,1402941.9,318750.1,270208.0,35892.0,0.0,0.0,0.0,0.0,0.0,0.0,3512.0,105366.0,290382.0,308062.2,292818.5,316916.7,264065.2,341252.3,513277.2,651543.7,649180.9,500949.0,388965.4,270938.2,288869.0,38.87678322,-77.01290899,152387,398879.859876795,134328.13728861,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
